NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments
Rogelio,Vela,clowN,us,39514,7625,500.00,1
Jon,Borden,maps,us,49273,9524,250.00,1
Clement,Chapados-Girard,Brormir,ca,10906,345,8000.00,1
Steeve,Foster,Poutine,ca,10907,346,8000.00,1
Harlem,Ahua,Reek,ca,10064,321,9200.00,3
Simon,Quirion,Simonak,ca,10910,347,8000.00,1
Ognian,Gueorguiev,Steel,ca,5746,192,20633.33,9
Jens,Heyenga,ash,de,10765,428,8173.59,7
Kai,Hering,giant,de,12993,528,5940.83,4
Konsta,Tiihonen,koj,de,10855,435,8039.30,7
Markus,Schmied,lyric,de,16034,697,4000.00,1
Philipp,Mohr,hazz,de,10269,409,8869.99,8
Mika,Kanervisto,Donald,fi,22504,304,2000.00,1
Antti,Larte,myssE,fi,11741,184,7043.86,5
Joona,Leppänen,natu,fi,3921,71,34301.47,53
Betro,Hakala,Robin,fi,22509,305,2000.00,1
Aki,Peltoniemi,scratch,fi,22511,306,2000.00,1
Alexander,Gribov,KaLbI4,ru,4986,187,24923.55,29
Vitaly,Pochinkin,MadFan,ru,7662,289,13929.51,9
Alexei,Kozlovski,NooK,ru,5460,210,22039.81,26
Anton,Kapitanov,Rado,ru,5565,217,21592.27,27
Khan,Viacheslav,Rider,ru,6444,245,17731.02,18
Ronan,Ryan,mug,ca,15616,483,4200.00,2
Matt,Stevenson,bl00dsh0t,ca,2409,84,62145.00,15
Brad,Dixon,Malone,ca,15810,495,4100.00,2
Vunya,Griffith,Phage,ca,15617,484,4200.00,2
Matt,Neville,neville,ca,12231,381,6600.00,4
Jonas,Bollack,Johnny R.,de,4306,165,30624.59,17
Roman,Reinhardt,Roman R.,de,1875,60,80422.84,66
Sebastian,Schweitzer,silencer,de,13602,572,5408.54,4
Niels,Karowski,Niels K.,de,10811,432,8105.19,6
Christian,Pust,puCSt,de,13547,569,5454.57,4
Julien,Riviere,MaYeRs,fr,9927,389,9430.71,17
Ntep,Olivier,Olicharan,fr,19201,763,2807.39,4
Marc,Manier,oRgy,fr,15596,619,4208.72,7
Sebastien,Espinosa,Sn][per,fr,16966,663,3584.12,4
Cyril,Arcache,SubaRu,fr,16967,664,3584.12,4
Dong Ho,Tan,TanDongHo,kr,48592,3204,261.27,2
Hong Jae,Kim,Classic,kr,12667,1276,6186.12,11
Svyatoslav,Vlasyuk,HappyZerg,ua,19476,195,2721.10,17
Seung Jin,Choi,Shuttle,kr,13724,1348,5307.12,10
Hoon,Ju,Sting,kr,6906,824,16055.74,18
Ji Hoon,Kim,dreamertt,kr,13687,1344,5352.13,10
Yong Hwa,Choi,YongHwa,kr,3434,458,40534.16,40
Won Jun,Lee,BuJa,kr,31853,2437,919.96,1
Julian,Xu,rsvp,us,23322,4557,1875.00,2
Joseph,Lopez,jEcho,ca,32090,925,900.00,2
Joshua,Niven,TriMaster,us,27878,5424,1246.22,6
Andreas,Kirchner,AcRo,de,20036,880,2529.77,18
Greg,Edwards,DArtagnan,gb,26339,913,1433.33,2
Stuart,Harriman,Harriman,gb,7381,268,14706.67,11
Daniel,Lucking,DaNfRaG,gb,23899,818,1766.66,3
Marc,Mangiacapra,Mangiacapra,gb,1795,55,83735.90,29
Douglas,Wright,Grim,gb,12821,450,6011.07,6
Michal,Bernhard,ace,cz,35141,226,707.75,2
David,Voborník,dave,cz,28164,175,1207.75,3
David,Lošek,eraser,cz,28165,176,1207.75,3
Lukáš,Smutný,Neharia,cz,35142,227,707.75,2
Jakub,Novotný,oblu,cz,28166,177,1207.75,3
Emil,Karlsson,FYRR73,se,3935,158,34155.32,46
Niklas,Johansson,niko,se,5118,201,24048.57,34
Jim,Andersson,zneel,se,9361,331,10228.14,14
Frej,Sjöström,kHRYSTAL,se,3531,150,39210.81,48
Björn,Pers,threat,se,2661,122,55256.29,50
Michael,Jørgensen,Friis,dk,1189,47,124889.14,124
Richard,Landström,Xizt,se,216,15,549513.99,177
Andreas,Fridh,moddii,se,800,43,186388.68,113
Bin,Liu,savage,cn,921,142,164350.03,106
Xue Feng,Lai,xf,cn,3874,442,34859.11,41
Bing Yuan,Li,tb,cn,1104,162,135680.03,86
Liu,Ke,Mo,cn,709,104,210307.47,95
Likan,Luo,KingZ,cn,2083,253,71701.70,61
Kimmo,Fagerholm,BASiC,fi,9082,145,10728.75,17
Hannu,Pohjalainen,H^N,fi,20819,275,2387.77,7
Timi,Verkkoperä,aslak,fi,8135,131,12645.54,26
Aleksi,Jalli,allu,fi,304,5,421424.58,134
Roman,Ausserdorfer,roman,de,1944,63,77897.10,58
Finn,Andersen,karrigan,dk,94,9,996422.11,191
Fatih,Dayik,gob b,de,678,13,216675.88,128
Michele,Köhler,zonixx,de,6917,265,16024.82,46
Gabriel,Toledo,FalleN,br,83,1,1067842.41,141
Lincoln,Lau,fnx,br,302,5,426087.19,68
Bruno,Lima,bit,br,2301,64,65142.88,105
Felippe,Martins,felippe,br,11123,363,7744.04,11
Renato,Nakano,nak,br,2246,61,66362.76,72
Samal,Mikkelsen,SFM,dk,32443,650,872.83,5
Baljit,Lal,zE-,dk,11604,272,7232.49,29
Marco,Pfeiffer,Snappi,dk,930,37,163141.54,102
Danny,Krüger,BERRY,dk,4731,131,26696.76,86
Nicolaj,Larsen,Nuggi,dk,11740,276,7044.71,32
Benjamin,Charnet,drizzer,fr,12135,481,6683.48,25
Engin,Kupeli,MAJ3R,tr,929,3,163141.69,77
Fabien,Deguiraud,atLaNtis,fr,13018,518,5910.99,28
Kyle,Saadi,nota,fr,16436,644,3833.16,9
Jirka,Ryhti,JiGetus,fi,12057,186,6766.91,9
Timm,Henriksen,ArcadioN,dk,4533,127,28450.28,49
Christian,Bindslev,turkizh,dk,13056,303,5868.01,19
Chris,Navratil,TRULS,us,15217,3045,4422.30,11
Ric,Bundy,iNERTiA,us,14901,2989,4607.30,16
Kyle,Mendez,flowsicK,us,5438,1082,22174.21,40
Nazar,Vynnytsky,steno,us,6100,1210,19148.09,44
Ricky,Cohen,sLip,us,11983,2393,6833.26,13
Danny,Montaner,fRoD,us,1541,309,97709.41,62
Tyler,Wood,Storm,us,1458,291,102599.41,69
Spencer,Martin,hiko,us,740,156,200546.18,74
David,Garrido,Xp3,fr,4133,145,32224.50,49
Dustin,Dilyerd,dizzaman,us,21466,4198,2220.00,7
Andrew,Timmerman,Irukandji,us,5999,1183,19672.66,33
Paul,Guerboyan,pauLy,us,8643,1741,11577.69,29
Jordan,Gilbert,n0thing,us,467,96,297088.81,127
Derek,Boorn,dboorN,us,5606,1118,21312.66,34
Jeff,Mettetal,hero,us,6328,1256,18187.26,32
Faruk,Pita,pita,ba,3180,4,44005.68,47
Thanh Vinh,Bui,ninja,de,7131,276,15304.45,20
Chao,Xue,GoodRifle,cn,5726,630,20754.40,25
Xiaoyu,Zhao,xpy,cn,12274,1295,6553.45,18
Hou,Hao,biGun,cn,4526,510,28526.21,33
Ning,Wan,richie,cn,7696,851,13824.23,29
Huang,Xiaotian,space,cn,19015,1897,2886.85,8
Dennis,Edman,dennis,se,353,21,368257.58,94
Bruno,Ono,bruno,br,4321,129,30354.46,29
Zheng Wei,Bian,alex,cn,2241,269,66500.98,46
Xi,Wang,wx[Karl],cn,5653,625,21062.29,25
Nan,Wang,Jewelry,cn,2833,338,50866.34,48
Xue,Ye,xiaoe,cn,14540,1488,4854.13,5
Jiang,Qian,virgo,cn,5645,624,21098.57,18
Biao Hong,Huang,Rita,cn,2678,324,54686.16,45
Antonio,Daniloski,cyx,de,2460,85,60533.92,31
Navid,Javadi,Kapio,de,1460,44,102363.77,58
Manuel,Makohl,tixo,de,1618,48,92479.32,60
Mickael,Cassisi,mSx,fr,4797,172,26217.26,34
Rémi,Colas,loduN,fr,20010,803,2540.05,12
Seung Wook,Lee,lsw,kr,7969,918,13085.18,13
Min Soo,Kim,glow,kr,1624,251,92226.02,57
Ediz,Basol,goodfornothing,us,4154,833,32114.50,36
Seon Woo,Lee,Infiltration,kr,623,99,237051.85,62
Ryan,Hart,Ryan Hart,gb,5755,212,20588.30,33
Cuong,Cao,Cuongster,fr,23068,938,1930.99,7
Chang Ahn,Wan,Laugh,kr,16407,1519,3849.20,9
Manuel,Zeitz,approx,de,3054,113,46187.78,60
Julian,Walter,hool,de,17234,743,3475.95,8
Tobias,Tabbert,Troubley,de,7976,314,13069.92,40
Dror,Evron,Osho,il,41500,89,441.83,2
Roger,Granell,ALFA,es,19557,319,2694.09,1
Bartosz,Skorupa,napalm,pl,15902,290,4041.14,1
Zbigniew,Rudnicki,zibi,pl,11133,211,7724.49,6
Simon,Kullenberg,eGene,dk,4392,126,29840.54,17
Richard,Halgaard,Drally,dk,4156,118,32098.58,23
Jimmy,Berndtsson,Jumpy,se,5255,206,23232.18,31
Daniel,Aniff,anizz,dk,11609,273,7223.57,18
Thomas,Garcia,thoMz,us,6604,1314,17076.60,27
Ryan,Bell,NineSpot,us,6881,1371,16142.26,33
Guillaume,Ntep,Geno,fr,8167,320,12539.28,31
Steeve,Flavigni,Ozstrik3r,fr,8375,328,12116.00,37
Christophe,Xia,SIXER,fr,497,18,282182.18,98
Mahé,Martin,Yoshi,fr,9666,384,9924.75,30
Filip,Pionka,pionas,pl,22109,394,2072.24,4
Oscar,Torgersen,Archi,se,1749,85,85859.89,36
Tino,Puumala,tihOp,fi,6342,108,18158.11,32
Samu,Aalto,plastE,fi,6361,109,18068.94,23
Vaidas,Radavicius,Fargo,lt,20837,52,2380.91,7
Liam,Streames,Ourk,gb,14455,502,4927.53,14
Thiago,Monteiro,btt,br,4750,141,26617.54,20
Wellington,Caruso,ton,br,7770,246,13660.90,14
Olavo,Napoleão,chucky,br,6089,194,19207.50,25
Jeremy,Vuillermet,ioRek,fr,3881,133,34797.76,47
Ruben,Hellberg,get,se,14626,495,4814.61,9
Fredrik,Andersson,JAEGARN,se,11947,416,6871.38,13
Fredrik,Isacsson,hibb,se,11017,385,7877.27,16
Aras,Parashpar,Kylie,se,20676,677,2410.18,8
Sam,Alvandpour,kvicken,se,25236,815,1553.16,4
Jimmy,Posth,Nippo,se,25332,820,1539.30,5
Kim,Berg,Like,se,36401,1152,639.94,3
Jonathan,Wallenberg,miniw,se,13310,462,5639.54,8
Markus,Wallsten,pronax,se,628,39,235071.26,107
Andre,Möller,BARBARR,se,2205,106,67839.51,53
Boris,Ortiz,The Emperor,se,15067,511,4500.05,5
Louis,Nyberg,Red,se,5788,228,20440.09,17
Andréas,Sjölander,KixeR,se,19579,649,2686.26,5
Michel,Gewargis,speedi,se,13732,478,5301.71,12
Sakchai,Kaenjan,zaki,th,15419,288,4308.61,9
Emil,Westerberg,striker,se,11042,387,7843.54,11
Chung In,Kim,Mentalist,kr,48425,3183,265.91,3
Dan,Van Vo,Godbro,dk,5120,143,24041.49,31
Isaac,Pelham-Chipper,Akilord,gb,24117,829,1728.52,4
Kasper,Poulsen,TheTess,dk,14843,328,4658.67,6
Ryan,Buxton,Akamez,gb,25397,873,1527.02,3
Johannes,Lewerenz,Firemane811,de,28719,1269,1162.98,1
Alexander,Mould,AwesomeFusion,gb,40465,1437,484.58,1
Christoffer,Storlund,Baronpanda,se,31629,1005,943.78,4
Jakob,Mebdi,YamatoCannon,se,18820,627,2958.92,14
Tom,Fox,Knucklehead,gb,31724,1114,932.96,3
Stephen,Fox,Stawg,gb,31725,1115,932.96,3
Chris,Esser,Sneaky,nl,22324,304,2016.45,9
Scott,Dudha,BelgianBeast,be,11979,58,6835.14,10
Eelco,Poelstra,Alibabba,nl,29514,389,1075.05,6
Jimmy,Roovers,Phoonie,nl,41425,563,444.70,2
Joey,Steltenpool,YoungBuck,nl,5045,54,24544.67,34
Lei,Hao,Vulture,cn,18814,1881,2962.75,2
Danil,Ishutin,Dendi,ua,127,4,806570.53,112
Ivan,Antonov,ArtStyle,ua,355,11,363199.03,28
Oleksandr,Dashkevych,XBOCT,ua,166,8,662208.09,77
Dmitriy,Kupriyanov,LighTofHeaveN,ru,506,14,278469.74,34
Clement,Ivanov,Puppey,ee,17,1,2865074.23,131
Yitian,Zou,820,cn,2010,248,74747.95,11
Yi,Yao,QQQ,cn,1214,173,122580.03,23
Zengrong,Lei,MMY!,cn,79,25,1112600.81,68
Zhicheng,Zhang,LaNm,cn,59,17,1353682.47,73
Jiaqi,Shen,FCB,cn,2786,332,52004.91,4
Han Yong,Lim,hyhy,sg,2815,8,51405.05,13
-,-,RabbitVN,gb,47857,1755,279.37,2
Wai Hong,Toh,xy,sg,1567,5,95900.72,18
Chee Jin Sheng,Royston,Roy,sg,4327,19,30329.10,3
-,-,Mamang Daya,id,50853,477,229.70,1
Rasmus,Fillipsen,MiSeRy,dk,54,7,1485691.67,86
Brian,Strandby,MaNia,dk,4977,139,24999.70,23
Amel,Barudzija,PlaymatE,dk,6319,167,18243.01,7
Jacob,Toft-Andersen,Maelk,dk,4877,136,25635.03,20
Jimmy,Ho,DeMoN,us,736,154,202761.17,49
Zhaohui,Wang,SanSheng,cn,72,23,1211061.38,48
Yao,Chen,Zhou,cn,478,75,290746.09,34
Ning,Zhang,xiao8,cn,37,10,1837534.96,55
Feichi,Luo,Ferrari_430,cn,193,40,597659.08,71
Fa Ming,Liang,DDC,mo,61,1,1345435.47,79
Yaroslav,Kuznetsov,NS,ru,3686,141,37115.19,39
Andrey,Golubev,Dread,ru,3286,126,42455.37,39
Sergey,Revin,ARS-ART,ru,1696,73,88766.05,40
Alexander,Koltan,Santa,ru,6765,254,16542.00,21
Sergey,Bragin,G,ru,300,7,426881.15,79
Aphinan,Phasue,l3nu,th,13604,255,5406.44,3
Piyatat,Bunnag,toyz,th,15318,282,4366.67,2
Trai,Akaravinak,TnK,th,11499,207,7362.61,8
Pipat,Prariyachat,Lakelz,th,5583,95,21500.46,24
Noppadon,Paopongprapun,sD,th,10639,192,8318.21,9
Chanon,Chiwpreecha,aabBAA,th,5699,103,20889.28,22
Clinton,Loomis,Fear,us,18,4,2554013.19,98
Dominik,Stipic,Lacoste,hr,12311,24,6506.69,7
Sivatheeban,Sivanathapillai,1437,ca,689,21,214817.99,47
Alexandru,Craciunescu,ComeWithMe,ro,5270,8,23121.52,38
Per Anders,Olsson-Lille,Pajkatt,se,398,25,334585.27,65
Saahil,Arora,UNiVeRsE,us,13,2,3057237.67,95
Oh Seong,Kwon,FiveStar,kr,52721,3362,200.00,1
Se Ryong,Park,ShowBu,kr,7806,902,13547.24,4
Yanchao,Lu,Lyc,cn,35730,3082,677.46,3
Kevin,van der Kooi,RotterdaM,nl,11164,153,7693.12,16
Marc,Schlappi,uThermal,nl,1001,12,151803.81,202
Diego,Sapienza,JeaL,it,18216,125,3100.00,2
Lorenzo,Cortesi,oRioN,it,49236,455,250.00,1
Patryk,Niemier,Zazu,pl,33750,601,790.56,4
Kamil,Sudor,Forte,pl,39480,721,500.00,2
Rafal,Burzynski,Yeldy,pl,42630,784,400.00,1
Antoine,Paquay,ELVIS,be,35979,220,665.14,3
Corentin,Lacroix,Makouni,be,38195,231,558.61,2
Christian,Lidström,vilden,se,4641,183,27494.27,20
Mattias,Andersen,Snajdan,se,4516,173,28601.28,22
Jun Keon,Jung,rishNarchK,kr,8619,972,11619.77,8
Jeong Tak,Oh,BeBe,kr,7744,899,13719.77,10
Min Woo,Choi,cliper,kr,7193,854,15119.88,13
Young Mo,Ahn,enemy,kr,6761,810,16555.33,16
Beum Ho,Choi,mal,kr,6921,826,16011.67,15
Arthur,Nayshlos,sm0og1er,us,16570,3281,3760.00,6
David,Chin,zid,us,6498,1295,17545.00,24
Erik,Stromberg,da bears,us,13148,2641,5777.41,16
Ian,Royle,Royle,ca,16226,505,3945.00,8
Evan,Ahlberg,evaN,ca,16974,527,3580.00,5
Alexandre,Chiqueta,gAuLeS,br,11581,382,7261.26,16
Alexandre,Donini,aliche,br,12434,411,6396.56,12
Rodrigo,Rodrigues,crash,br,16793,565,3665.67,11
Jonas,Nilsson,Calippo,se,6676,253,16837.79,8
Fredrik,Persson,IsKall,se,6227,238,18545.40,6
Jonas,Vikan,bsl,no,5981,51,19779.11,16
Lars,Olaisen,Naikon,no,4179,38,31902.33,15
Christian,Wæraas,zevy,no,10028,81,9252.68,11
Geir-Stian,Svendsen,Juve9le,no,5382,46,22504.66,19
Tore,Aronsen,Juzam,no,8816,70,11264.46,11
Kier,McCann,aKuJii,gb,9712,348,9840.00,9
Jonas,Virtanen,GoodFella,se,8545,311,11797.22,15
Thomas,Rudstrøm,DaY,no,5324,45,22874.55,30
Raphael,Camargo,cogu,br,3217,88,43425.94,36
Eduardo,Chagas,Eduzin,br,9730,314,9798.56,16
Rafael,Pavanelli,pava,br,4932,148,25207.68,58
Mike,Nang,CuZ,us,17659,3469,3310.00,9
Corey,Hanes,hanes,us,6096,1209,19155.00,26
Risasi,Coffee,kmode,us,11903,2382,6930.00,14
Lance,Mccary,t0ol,us,27135,5245,1325.00,4
Shaun,Catron,hostile,us,6269,1246,18415.00,33
Sondre,Svanevik,REAL,no,7530,58,14276.20,13
Preben,Josdal,oops,no,12105,103,6717.97,10
Thomas,Aaler,Jungelbobo,no,15158,129,4465.33,9
Lasse,Stokke,xione,no,9107,73,10684.54,8
Preben,Gammelsæter,prb,no,5498,48,21819.48,24
Pasha,Lari,LaRi,ca,2555,97,58045.00,13
Kirt,Kolach,In_Flames,ca,14675,452,4780.00,7
Griffin,Benger,shaGuar,ca,1380,46,108615.00,30
Jesse,Stevenson,Stevenson,ca,46650,1387,300.00,1
Robert,Tyndale,blackpanther,ca,11623,375,7195.00,10
Jonathan,Schwan,PH33R,us,6090,1207,19200.00,18
Michael,So,method,us,2093,417,71356.04,40
Michael,Kim,medias,us,11070,2212,7800.00,4
Mark,Torrez,Masternook,us,3012,614,47082.17,33
Ruben,Bielenberg,DarK,no,6332,52,18183.20,13
Jimmy,Lin,Lin,ca,13375,415,5595.00,11
Brian,Longhofer,Gosu,us,16676,3305,3720.00,8
Anthony,Giniers,Antogyn,fr,27299,1098,1300.67,5
Markus,Tingvall,Kottenx,se,12578,435,6253.56,16
Victor,Toll,CitizenWayne,de,13128,541,5798.19,12
Rasmus,Pedersen,nesrilaS,dk,26309,563,1439.83,6
Philipp,Bennek,SAND,de,23027,1001,1941.92,8
Mitch,Voorspoels,Krepo,be,2533,15,58617.85,28
Peter,Wüppen,Yellowpete,de,2510,89,59167.87,29
Henrik,Hansen,Froggen,dk,1636,63,91624.11,34
Strong,Belwas,Frogurt,ee,29630,62,1062.72,9
Michael,Schmidt,PapsT,at,5789,12,20437.24,19
Franz,Burghardt,gore,at,1591,5,94457.34,56
Christian,Chmiel,Blizzard,de,1919,62,78924.36,50
Michael,Mitrega,neo,de,3185,119,43846.57,29
Matt,Dickens,Warden,us,1886,373,80101.08,47
Justin,Summy,sunman,us,2116,422,70433.73,40
Corey,Dodd,tr1p,us,1478,292,100737.06,23
David,Domagalski,HYPER,de,0,0,0.00,0
Daniel,Kuusisto,Hyper,se,6059,233,19359.37,13
Matthias,Denis,Baldours,fr,13004,517,5926.97,11
Julien,Mailhe,YorLiN,fr,16653,653,3731.11,9
Frederic,Ngor,OliGan,fr,9392,370,10179.35,18
Dimitri,Larue,dim2k,fr,13918,557,5156.63,11
Bodo,Sbrzesny,Bodo,de,9673,378,9911.46,16
Kamil,Sleczek,DonKamilo,pl,7681,148,13858.00,14
Christopher,Kolla,Fragmaster,de,14639,624,4800.77,10
-,-,ToM,de,28287,1243,1200.00,1
Søren,Eriksen,Galahat,dk,11765,278,7018.62,10
Daniel,Davidsen,Bloddy,dk,10312,247,8787.74,11
Rasmus,Thomsen,FaagaN,dk,8745,216,11391.14,26
Issam,Iouhassnia,Issam,fr,14413,576,4961.76,7
Carlos,Segal,KIKO,br,5705,177,20878.20,18
Tim,Hochgrebe,silver,de,4860,188,25736.55,22
Jan,Stolle,mooN,de,2177,75,68347.55,47
David,Nagel,CHEF-KOCH,de,2643,94,55630.42,35
Salvatore,Garozzo,Volcano,us,2209,440,67780.54,44
Myung Suk,Song,loki,kr,8284,942,12328.91,7
Jonathan,Torrent,MusambaN1,es,4591,54,27886.26,44
Antonio,Rivas del Rey,FlipiN,es,4424,48,29445.58,53
José María,García,DrastyK,es,7661,94,13934.85,13
Aitor,Fernández,milicua,es,7583,93,14145.42,14
David,Arroyo,DeyF,es,8924,113,11057.59,9
Andreas,Andreassen,KK,dk,4201,120,31715.48,29
Arona,Leigh,EraZ,dk,7407,190,14608.74,9
Per,Fredriksson,crypt,se,10380,367,8677.79,9
Björn,Wall,Bullen,se,7500,276,14344.55,10
Petter,Arvidsson,iLight,se,10598,373,8375.97,8
Daniel,Isaksson,hyber,se,11447,396,7449.21,5
Boris,Podvalshchikov,Snoop,ru,3079,119,45674.05,69
Viktor,Filimonchenko,Sally,ru,3234,125,43132.11,77
Konstantin,Pikiner,groove,ru,5108,192,24140.77,35
Ivan,Kochugov,F_1N,ru,2770,107,52437.68,85
Alexey,Kolesnikov,LeX,ru,2084,83,71697.49,94
Josh,Sievers,Dominator,us,2880,582,49985.00,31
Charlie,Pyo,cbz,us,12370,2474,6450.00,17
Jørgen,Johannessen,XeqtR,no,2655,23,55349.41,23
Lenny,Forsberg,Lucchese,se,4829,193,25963.81,14
Miguel,Bonett,quick,se,4656,184,27409.58,13
Samuel,Oest,Notorious,se,10612,374,8350.85,7
Per,Höglund,fnazze,se,16968,575,3583.89,7
Arvid,Forsberg,rvd,se,24354,790,1690.12,5
Abdiwahab,Mohamed,MegatoN,se,8534,309,11824.75,17
Conny,Ryderholm,Zad,se,11429,394,7474.82,9
Magnus,Berndtsson,Magix,se,8875,322,11162.99,18
Fredrik,Fransson,GudeN,se,6760,255,16555.40,10
Olof,Ekdala,archie,se,6233,239,18529.66,12
Derek,Heidinger,exodus,us,6374,1267,18010.00,24
Won Tae,Lee,Wannabecool,kr,49537,3264,250.00,2
Erik,Kim,Shadow,kr,50541,3292,235.00,2
Sung Min,Seo,Super,kr,3020,420,46926.74,71
Dong Min,Lee,GGanDoL,kr,44813,3080,342.09,1
Han Gyu,Bok,Reapered,kr,4164,533,32020.47,12
Chan Yong,Kang,Ambition,kr,214,29,553234.20,39
Dong Jin,Shin,Helios,kr,2690,387,54235.35,19
Jang Sik,Ham,Lustboy,kr,1151,181,130020.33,26
Hyung Woo,Kang,CaptainJack,kr,2500,368,59459.58,28
Gun Woong,Jang,Woong,kr,1892,284,79909.22,9
Min Sung,Jung,RapidStar,kr,1724,262,86663.70,11
Hyung Woo,Lee,CloudTemplar,kr,1757,268,85433.00,11
Min Gi,Hong,MadLife,kr,1302,197,114055.46,32
Yoon Sub,Choi,Locodoco,kr,6697,802,16761.63,12
Han Wool,Kang,May,kr,12092,1246,6732.65,5
Jae Hwan,Cho,H0R0,kr,5449,677,22077.93,16
Seong Min,Kim,ManyReason,kr,9926,1079,9433.97,9
Ji Hun,Bae,SBS,kr,11191,1181,7654.05,6
Eon Yeong,Jung,Impact,kr,232,35,515306.14,36
Dmitry,Demichev,Advokate,ru,10635,385,8327.14,21
Peter,Yoo,daisuki,us,15438,3085,4300.00,3
Sky,Xu,Insur,us,13878,2772,5200.00,4
Zifeng,Wang,Hellokitty,us,16672,3304,3722.66,8
Kenny,Vu,Mystik,us,28037,5438,1225.00,2
Connor,Fitzpatric,Fitzyhere,us,27245,5264,1310.00,3
Michael,Dobler,Goswser,us,8175,1636,12508.15,19
Devan,Subramaniam,Hawk,us,24978,4828,1600.00,6
Michael,Thompson,Perfect,us,30964,5976,1000.00,4
Conan,Liu,Suppy,us,4446,900,29209.00,41
Michael,McClelland,theognis,us,14508,2929,4885.71,8
Jun Feng,Li,LoveCD,cn,5977,646,19799.67,14
Hui Ming,Huang,TooDming,cn,1059,156,143128.17,84
Michael,Kuhlman,xHazzard,us,18250,3574,3090.00,5
Denzell,Terry,DJT,us,5178,1046,23746.36,19
Elijah,Williamson,Tyrant,us,14846,2979,4653.41,33
Brant,McCaskill,Pig of the Hut,us,6390,1271,17957.30,9
Aaron,Davis,Dizzy,us,9114,1837,10674.20,7
Steve,Brownback,16-Bit,us,14100,2810,5014.20,11
Sean,Evers,LinkRKC,us,38402,7442,550.00,1
-,-,Kinetic Clash,us,38405,7444,550.00,1
Jonathan,Stiefel,Skillet,us,49667,9702,250.00,1
Ho Won,Cheng,xDooxP,us,62595,12369,100.00,1
Jeff,Kosaka,Jeff Kosaka,us,65832,13095,75.00,1
Jusun,Park,Jusun Park,us,65834,13097,75.00,1
Ryan,Ormsby,Inkarnate,ca,59185,1800,125.00,1
Ben,Molls,GraViTy,us,76473,15705,25.00,1
John,Ou Young,johnouyoung,us,76474,15706,25.00,1
Alexander,Ly,Alexander Ly,us,76475,15707,25.00,1
Tony,Pham,Tony Pham,us,76478,15709,25.00,1
Alek,Prillaman,KneeHi,us,76479,15710,25.00,1
Gregory,Schafer,Frond,us,76482,15712,25.00,1
Rickard,Bergman,SortOf,se,1797,87,83722.52,107
-,-,-,se,0,0,0.00,0
Jonas,Larsson,Cytoplasm,se,38469,1227,545.95,3
Joacim,Persson,RunA,se,33942,1067,772.64,2
Rasmus,Östersjö,viPro,se,23426,758,1853.95,5
-,-,Fade,se,57364,1792,144.47,1
Mattias,Ottosson,Naugrim,se,26953,871,1352.51,5
Daniel,Ohlsson,StarNaN,se,10119,357,9121.67,8
Lyubomir,Spasov,BloodWater,bg,6776,31,16513.34,19
Austin,Shin,LiNk,us,10787,2150,8128.57,13
Chris,Buechter,Zuna,us,1341,268,111517.14,48
Devon,Mark,Hoodstomp,us,16689,3309,3710.00,9
Benny,Hung,Benny,us,6487,1293,17576.67,12
Troels,Nielsen,SyndereN,dk,2602,87,56822.11,34
Titouan,Merloz,Sockshka,fr,3669,127,37343.67,30
Thibault,Calonne,Funzii,fr,10238,405,8934.32,16
Sébastien,Debs,Ceb,fr,4,1,5559712.41,60
Rene,Werner,Kebap,de,9665,377,9928.14,11
Sam,Sosale,BuLba,us,692,142,213434.82,70
Dominik,Reitmeier,Black^,de,608,10,241228.89,55
Alaan,Faraj,SexyBamboe,nl,1849,21,81483.58,47
Weh Sing,Yuen,SingSing,nl,673,10,219442.03,59
Vytautas,Mėlinauskas,Extinkt,lt,7203,17,15071.77,38
Algirdas,Saliamonas,Sleper,lt,10977,27,7942.64,24
Tobias,Magnusson,Malunoo,se,7120,264,15342.47,35
Andreas,Krogsbøll,Xinec,dk,12098,286,6726.50,18
Aurimas,Gedvilas,Angush,lt,7009,16,15810.44,33
Patrick,Walpuski,Pheilox,de,17868,777,3233.79,12
Jose,Molina,p0ni,es,52440,991,200.62,3
Won Seok,Yoo,Believe,kr,27609,2185,1262.06,13
Myung Jin,Park,Chobo,kr,46288,3131,302.67,3
Jong Hyuk,Lee,Daisy,kr,8120,928,12687.42,23
Jay,Martens,TubbyTheFat,ca,29956,882,1025.00,2
Sam,Prowse,FireZerg,ca,56627,1711,150.00,1
Mark,Leonardo,ElhayM,ca,48481,1446,264.62,2
Brendon,Walker,Ryze,ca,52547,1554,200.00,1
Brian,Nguyen,Mkengyn,ca,51071,1507,225.00,2
Hui,Shen,Comm,cn,6056,658,19381.74,11
Yao,Xiang,XY,cn,1841,238,81895.94,71
Ying,Song,XluoS,cn,11618,1232,7207.18,18
Sun Yi,Feng,F91,cn,12103,1283,6719.25,13
Liu,Yin,LoveTt,cn,16795,1709,3663.81,6
Ming Lu,Zhang,Super,cn,7412,821,14590.05,7
Bruce,Hsiang,GamerBee,tw,2635,43,55861.66,37
Ryan,Ramirez,Filipino Champ,us,5285,1062,23054.22,58
Carlos,Randay,Infrit,us,83341,17643,0.00,2
-,-,Enkindu,us,66153,13151,72.50,2
Ricki,Ortiz,Ricki Ortiz,us,1852,363,81366.18,62
