NameFirst,NameLast,CurrentHandle,CountryCode,WorldRanking,CountryRanking,TotalUSDPrize,TotalTournaments
Steven,Delgado,Coach Steve,us,14976,2997,4564.55,59
Robbie,Switts,SirRobin,us,28578,5539,1175.00,3
Chang Gon,Kim,Gamja,kr,26084,2105,1475.12,13
Tobinaga,Yu,Pugera,jp,42119,943,417.50,5
Hiroyuki,Nagata,Eita,jp,10418,191,8625.20,10
Gerald,Herrera,Filipino Man,us,16442,3259,3827.70,32
Miyamoto,Kenichi,Taiga,jp,61800,1299,100.00,1
Nicolas,Foure,Splqt,fr,41876,1807,425.37,3
Cristophe,Augier,suroF,fr,39051,1680,513.41,6
Alex,McMeekin,ALEX,gb,596,12,246443.73,75
Martin,Bogdanski,Polakk,be,69045,447,55.20,1
Olivier,Gaillard,Dingo,fr,38207,1625,558.03,4
Jérémy,Goudercourt,SDW,fr,71902,3327,41.53,1
Jeremy,Gaillard,Caracal,fr,71903,3328,41.53,1
Boris,Frere,chops,fr,71904,3329,41.53,1
-,-,N0k,fr,71905,3330,41.53,1
William,Veggian,fRo,fr,61273,2767,104.04,1
Antony,Malaussene,tONTONNNNN,fr,51044,2199,225.76,5
Matthieu,-,ShP,fr,69650,3239,52.02,1
Henri,Smaeghe,StrondraZ,fr,55332,2420,167.97,4
Philipp,Fuhrmann,Primelot,de,48351,2286,267.36,2
Andre,Duwe,KiToO,de,46254,2183,303.28,5
Lukas,Heumos,Zeth,de,29190,1295,1107.38,11
Ji Hwan,Jeong,Jungyup,kr,4365,557,30000.00,2
Ji Yong,Jeong,Sleeping,kr,4366,558,30000.00,2
Jeong Min,Oh,Goochi,kr,4185,536,31833.33,4
Chang Gyu,Park,ADOUKEN,kr,22476,1874,2000.00,1
Ching-Yang,Tao,chingyangtao,tw,30468,510,1000.00,1
Hao-Wei,Li,haoweilee,tw,30471,511,1000.00,1
Chang-Ju,Sung,ivansise,tw,30475,512,1000.00,1
-,-,Franscar,gb,76269,3046,25.00,1
Jaakko,Koski,Jagelius,fi,40229,582,499.50,8
Patrick,Coury,Caliber,us,63144,12491,95.00,3
Jake,Umpleby,NoRegreT,ca,7699,250,13811.55,28
Steffen,Hovmand,Lillekanin,dk,15552,344,4236.91,34
Maxim,Vernikov,TpoH,ru,12248,429,6581.69,20
Jay,Manuel,beartrap,us,50178,9818,240.00,2
David,Le,lvlrLe,us,50180,9819,240.00,2
Patrick,Duong,zeNace,us,50182,9820,240.00,2
Minh,Vu,rAzzle,us,50185,9821,240.00,2
Terrence,Vu,tovu,us,24065,4681,1740.00,5
Cal,Cabibi,Cabibi64,us,51974,10087,210.00,2
Matt,Hannon,MfG,us,60653,11853,110.00,1
-,-,TREVSTA,us,60654,11854,110.00,1
Finn,?,Link52,us,60655,11855,110.00,1
Nattapong,Petkong,r5r5,th,35001,597,716.17,3
Sam,Mariano,4sh0t,us,11424,2290,7481.18,15
Jordan,Lopez,LOPEZ,cu,38357,7,550.00,2
Stephen,Csikos,sasquatcH,us,12196,2434,6635.00,18
Matthew,Csikos,ChEekz,us,13043,2623,5885.00,17
Vinny,Mazzarella,Planks,us,25125,4849,1580.00,7
Tony,Angotti,Showtime,us,35985,6938,665.00,9
Nate,Kopp,NRK,us,62026,12181,100.00,1
Brett,Gamerson,BGamer,us,62030,12182,100.00,1
Mike,Panza,pho,us,26474,5144,1410.00,9
-,-,TonioulZ,fr,58510,2579,130.49,1
Alexis,Debonne,alexy,fr,67160,3043,65.24,1
Philippe-Alexandre,Dardaud,BLESS,fr,45207,1950,333.00,1
-,-,Dylan,fr,45208,1951,333.00,1
Florian,Schuwer,dem0,fr,55577,2432,166.50,1
-,-,Mimo,ma,64484,48,83.25,1
Pierre,Béney,F_ak_e,fr,61057,2743,105.94,2
Chan,Jun Jie,Lubby,sg,14909,86,4600.87,7
Paul Tan,Ke Da,Hana,sg,9856,47,9528.29,17
Wilson Koh,Chin Wei,Poloson,sg,6724,30,16691.69,24
Joel Chan,Jian Yong,Chibix33,sg,12632,65,6218.32,14
Teo,Kai Sheng,Meen,sg,20141,140,2500.87,3
Jon Lim,Xu Kai,Benjen,sg,54456,449,180.04,2
Adrian Rui Wui,Hong,Ysaera,sg,4045,15,33105.04,10
Pun Chi,Sum,SXOCXS,sg,64805,508,80.04,1
Clement Tan,Luwen,InsidiousC,sg,15830,95,4094.73,8
Galvin Kang,Jian Wen,Meracle,sg,3742,13,36418.34,36
Anuwat,Sripairote,yO2,th,43593,727,380.04,3
Anurat,Praianun,boombell,th,3745,60,36395.23,29
-,-,style966,th,64806,897,80.04,1
-,-,Toy,th,35152,600,707.56,4
-,-,dva,th,64807,898,80.04,1
Paul,Kelly,msk,gb,34205,1208,750.24,4
Ben,Chan,chanbOii,gb,38451,1348,546.88,4
Chris,Flynn,debaser,gb,26296,911,1442.39,12
Kasperi,Aaltonen,klovni,fi,13537,202,5461.03,3
Peter,Skarstein,znik,no,33097,338,817.48,2
Erik,Wethal,Notrub,no,54173,626,186.15,1
-,-,Gotfurks,no,38202,416,558.46,1
-,-,MikeMkay,no,54174,627,186.15,1
-,-,Holycrap,no,43904,480,372.30,1
Norman,Küttner,Norman,de,48694,2303,259.64,2
Laurens,Beerten,Laurens,be,32992,195,827.68,4
Chris,Bowey,Bowzar,gb,43435,1566,386.19,5
Patrik,Sarasúa,ptk,se,41851,1341,426.29,3
Cristophe,Nardelli,vekS,be,45361,275,328.51,3
Olivier,De Wolf,EFFECT,be,46179,281,305.62,5
Martijn,Ijzerman,xRope,nl,72082,1090,40.57,1
Dennis,Cornelissen,revOO,nl,47551,671,286.41,2
Ilja,Dejonghe,iD,be,48511,304,263.52,4
Henri,Anttalainen,heku,fi,27008,376,1344.70,8
Rasmus,Haapanen,RASSEJE,fi,67075,1259,65.93,2
-,-,EpiK,fr,43208,1850,396.47,2
Sullivan,Berger,Sulli,fr,35124,1468,710.72,3
Ivo,Degenhardt,h0mie,de,42463,1986,401.04,2
Wolfgang,Schwarz,Cube,at,48324,273,267.78,2
Richard,Almand,Future,us,4199,848,31721.03,60
Derek,Travisano,TheoRy,us,48049,9273,275.00,2
-,-,PiRatE,us,53021,10335,200.00,1
-,-,Merovingius,us,53025,10337,200.00,1
Jesse,Hall,RuFF,us,17622,3464,3329.43,18
Joseph,Millard,Honeybear,us,28951,5617,1135.00,7
-,-,Filoleg,us,53036,10341,200.00,1
-,-,Napoleon,us,53043,10344,200.00,1
-,-,LuvstoSpooge,us,53048,10347,200.00,1
-,-,TheWay,us,53052,10349,200.00,1
-,-,Geeden,us,48052,9275,275.00,2
-,-,MomenT,us,53059,10350,200.00,1
-,-,Ladooscuro,es,27507,483,1278.62,4
-,-,Azeri,tw,22660,380,2000.00,1
Jeanno,Cheung,Jeanno,hk,11563,55,7289.51,2
-,-,XiaoSoul,cn,13920,1438,5156.29,5
-,-,JackyChan,hk,39822,201,500.00,1
Martin,Krompolc,Kappa,cz,7366,34,14765.52,20
Benjamin,Suzenne,Kronos,fr,20419,825,2497.96,7
Romain,Catherine,Romulus,fr,29993,1224,1020.27,1
Mario,Trzensky,mT,de,24417,1059,1678.12,7
Jakob,Munz,Scorplein,de,19950,874,2558.92,10
Patrick,Kriebus,mEiJinp,de,11057,441,7813.96,20
Florian,Dobberpuhl,puRit,de,10156,400,9056.81,20
David,Kelling,dav1d,de,10386,414,8666.92,14
Eduard,Pfleger,xiu,de,17316,746,3439.36,8
Stefan,Heckel,Head,de,12130,494,6687.41,15
Nils,Weber,ej,de,13254,548,5687.81,12
Maximilian,Barnewitz,M4x,de,42341,1975,407.34,5
Michael,Reich,JAEGERBOMBER,at,45815,256,316.01,3
Michel,Grün,jaNmii,de,19664,853,2655.13,6
Steven,Gutierrez,steviE,de,37002,1706,602.01,3
Benedict,Gutierrez,skiM,de,51958,2446,210.06,1
Marco,Schwab,SlyCer,de,26985,1186,1348.39,7
Martin,Lump,doNmartinez,de,27876,1226,1246.55,4
Marcel,Leschnik,Frag0r,pl,55171,1062,170.15,2
Philip,Gabriel,Fuenftes 5th Element,de,0,0,0.00,0
Marco Guiseppe,Sorrentino,FzD,it,44761,414,343.98,2
Philipp,Oelmann,st9ned,de,64374,3152,83.55,1
Stefan,Herrmann,sTepe,de,69375,3497,53.82,1
Christian,Weinert,Infiii_,de,27946,1229,1238.23,4
Rolf,Petry,psiRo,de,31428,1395,962.71,3
Sebastian,Käfer,sebbo,de,35195,1599,702.43,1
Kai,Schäfer,Kaiii,de,26948,1184,1352.71,7
Lloyd,Shaffer,shaffeR,us,18776,3683,2985.00,13
Jarrod,Shaw,ReMiX,us,24181,4694,1715.00,8
-,-,masuka2g,us,62451,12317,100.00,1
-,-,swolevirgin,us,62455,12319,100.00,1
-,-,analbead,us,62461,12322,100.00,1
-,-,michale,us,62467,12324,100.00,1
Duncan,Lee,raz,us,15843,3149,4090.00,8
Ke,Jiang,Perfect,cn,14618,1505,4819.82,9
JingYu,Zhang,aPs,cn,15216,1562,4424.80,7
Justin,Evans,Kurandus,au,33862,953,779.95,2
Dave,Kaye,Davio,au,43621,1271,379.95,1
-,-,messi,au,43622,1272,379.95,1
-,-,snake,au,43623,1273,379.95,1
-,-,booms,au,43624,1274,379.95,1
Varian,Asihwardji,Xtriver,id,58886,553,126.65,1
Indra,Tay,Legend,id,58887,554,126.65,1
-,-,fsh,id,58888,555,126.65,1
Philip,Miraldo,PhilBot,au,36473,1014,633.25,1
-,-,TruE,id,53963,503,189.98,1
Giovanne,Huamán,FraGioRlz,pe,13192,46,5745.74,4
Diego,Chang,Arce,pe,4665,17,27321.46,10
Ruben,Smith,xSWRD,pa,17191,3,3500.00,3
Jonathan,Stapleton,Desyah,cr,17193,3,3500.00,3
Roberto,Castillo,Sogo,ec,28359,6,1200.00,2
Pedro,Alcala,4zeer0,ve,22774,21,2000.00,4
Jose,Peñaranda,AxKhan,co,17195,25,3500.00,3
Juan Pablo,Gomez,El Dari,ar,29978,237,1023.10,2
Christian,Vilanova,Prophuth,ar,33612,277,800.00,1
Jorge,Barraza,pR1,cl,43054,203,400.00,1
Pablo,Calvo,Snakin,cl,24989,89,1600.00,2
Omar Diaz,Muñoz,TroubleMaker,cl,43058,204,400.00,1
Alan,Maldavsky,Baws,cl,24994,90,1600.00,2
Claudio,Vejar,Hazkill,cl,24997,91,1600.00,2
Jack Yang,Huang,Lulos,co,43065,80,400.00,1
Andrés,Legarda,Wikko,co,40773,73,470.00,2
Carlos,Taype,irvintaype,co,19539,29,2700.00,3
Esteban,Matamoros,Esteban,co,43071,81,400.00,1
Alejandro,Rodriguez,Naka,co,43077,82,400.00,2
Marcin,Majkut,Xayoo,pl,10459,200,8577.51,25
Iwo,Gawlik,Ishikava,pl,20453,370,2483.37,8
Martin,Hansen,Wunder,dk,397,18,336306.24,30
Oscar,Rolighed,Rolighed,dk,31196,630,989.94,4
René,Therkildsen,Sweaty B,dk,35120,698,710.97,4
Côme,Marquet,cocow,fr,17491,691,3378.76,21
-,-,zypher,fr,32858,1353,836.09,5
Javier,Dominguez,Thalai,es,878,4,172528.84,13
-,-,Fr0d0b0ls0n,es,44936,826,338.14,1
Vincent,Etienne,Vince,fr,31776,1309,926.28,2
Clément,Cabaret,l1k1de,fr,31265,1277,979.50,3
Nicolas,Vandersteen,Squeeze,be,24420,127,1677.72,3
Alexandre,Nascimento,Truklax,pt,9734,38,9781.56,18
-,-,Davey,pt,33092,200,817.63,3
Manuel Cortes,Pereira Belchior de Sousa,Holo,pt,25114,127,1581.67,4
-,-,Kepe,pt,23267,115,1886.80,6
-,-,ManiacC,pt,42371,272,405.77,1
Justin,Savage,jks,au,659,3,224584.76,85
Kane,Moore,Mix,gb,26982,930,1349.13,4
-,-,-,us,0,0,0.00,0
-,-,-,us,0,0,0.00,0
Branden,Gwyn,br1ck,us,6557,1306,17240.58,34
Moses,Salas,psygib,us,4229,855,31283.08,38
Eddie,Jones,rey,us,27936,5427,1240.00,7
Joseph,Mooney,Twitch,us,78614,16192,20.00,1
-,-,Petudy,ca,62697,1914,100.00,1
Curtis,Windsor,CuRtoKy,ca,54555,1647,180.00,3
-,-,camera,ca,62709,1915,100.00,1
-,-,Nematic,ca,61546,1864,100.00,1
-,-,Qlown,us,59589,11688,120.00,2
-,-,gerppa,fi,24252,331,1700.00,1
Alessandro,Stocco,Zyrinx,it,10890,69,8000.00,5
-,-,Braba812,ro,33298,129,800.00,1
-,-,-,it,0,0,0.00,0
Joseph,Okochi,Jok0,us,46401,8937,300.00,1
Pontus,Karlsson,Pnouts,se,64701,2015,81.08,2
John,Lagousakos,Believe,ca,32243,927,891.17,7
Drew,Roberts,Phog,us,33064,6363,819.50,4
-,-,xc,cn,63613,4237,90.00,1
Stéphane,Dos Santos,kristeN,fr,31299,1278,975.29,4
Damien,Sarazin,VeskiT,fr,63389,2843,92.19,1
Mathieu,Perrin,MaTz,fr,44029,1882,367.34,2
Hervé,Postalci,Glad,fr,48988,2137,252.83,1
Charles,Pelissier,PaCMaN,fr,48989,2138,252.83,1
Sébastien,Touahria,kaot1c,fr,40349,1730,491.72,2
Jean-Guillaume,Ballester,PxP,fr,47499,2047,287.55,2
Joël,Garcia,NakyaN,fr,58793,2600,127.55,1
Xavier,Michel,gladiuS,fr,48161,2094,271.75,1
Anthony,Grasso,polow,fr,48162,2095,271.75,1
Christophe,Seyve,cast,fr,44455,1906,350.01,2
Nicolas,Roudel,MeGa,fr,48163,2096,271.75,1
Simon,Rouxel,JeJe,fr,33104,1371,817.24,6
Pierre,J.,rivage,fr,33105,1372,817.24,6
Thomas,Vigier,DhK,fr,57090,2485,149.77,2
Markus,Eklund,Ekeen,se,53587,1697,197.00,1
Kewin,Zetterlund,Kewin,se,37939,1205,573.81,1
Jody,Kattouche,roman,fr,38045,1613,566.46,3
Vincent,Azzopardi,Vins,fr,78797,3732,19.06,1
Geoffrey,Henry,demzu,fr,68804,3181,56.22,1
William,Amans,kkwet,fr,40589,1740,479.36,4
Jérémy,Mageau,mACk,fr,72107,3344,40.49,1
Mehdi,Thivet,hEADz,fr,72108,3345,40.49,1
Vinh,Nguyen,Yagu,fr,80198,3782,13.50,1
Yoan,Swiatek,yoman,fr,80199,3783,13.50,1
Medi,Senouci,Med,fr,53644,2317,195.58,2
-,-,art,fr,80200,3784,13.50,1
-,-,Deathmonger,us,57743,11360,140.00,2
-,-,Crystal,cn,14597,1501,4831.11,1
Can,Dong,KowFox,cn,10308,1113,8795.96,6
-,-,Spontaneous,cn,24779,2349,1610.37,1
-,-,Xzevz,us,61755,12085,100.00,1
-,-,zxkeisukexz,us,61762,12086,100.00,1
-,-,Long Le,us,61773,12088,100.00,1
-,-,Supporting Only,us,57752,11364,140.00,2
Brian,Cao,Fat,ca,61781,1883,100.00,1
Jan,Birkemeyer,Skip,de,36415,1682,637.32,1
Mateusz,Matejko,Zozus,pl,18815,332,2961.10,5
-,-,Athen,pl,57999,1147,137.32,1
Axel,Milveden,Twixsen,se,38641,1239,535.99,2
-,-,Kerith,de,58100,2774,135.99,1
-,-,Pozmywam,pl,58101,1149,135.99,1
Cuong,Ta,Aetheres,us,4957,999,25009.57,23
-,-,NotButter,us,52715,10243,200.00,2
-,-,RoshanNOW,ca,52718,1559,200.00,2
-,-,Swift Break,us,52724,10247,200.00,2
-,-,sickoscott,us,61823,12102,100.00,1
Boyuan,Qin,bobqinXD,ca,61831,1884,100.00,1
-,-,haymo,au,75580,2123,27.74,1
-,-,xthrx,nz,78897,208,18.54,1
Ciarán,Rodgers,kRoNic,ie,31300,50,975.25,3
-,-,chaseonfireeeee,ca,61853,1885,100.00,1
-,-,Cheezycookie,us,61859,12116,100.00,1
-,-,Ki11Face,us,61868,12120,100.00,1
-,-,The Cpt America,us,51459,10004,220.00,4
-,-,Raiynz,us,61884,12127,100.00,1
Patrick,Lee,DaFeetLee,us,51736,10051,215.00,10
Matthew,Testini,Glitch,us,36768,7111,617.50,25
Angel,Gonzalez,Moons,us,41134,7970,454.00,9
-,-,Masta CJ,us,83685,17741,0.00,1
-,-,Weaponer,us,83689,17743,0.00,1
Paul,Ramos,Paul B,us,14875,2983,4630.20,8
Diego,Figueroa,Oni,us,83698,17748,0.00,1
-,-,Crusher,us,83705,17752,0.00,1
Tim,Commandeur,HoneyBee,ca,3993,150,33648.80,24
Kenney,Jimenez,Zyphox,us,36252,7010,649.20,4
George,Foulkes,Grr,us,9332,1877,10259.50,32
Cameron,Scotland,Necro Undine,us,66889,13290,67.00,6
Chris,Manning,Eshi,us,50672,9891,233.20,9
-,-,Sodelic,us,83745,17775,0.00,1
-,-,ChaosLimits,us,83752,17779,0.00,1
-,-,Jeff Sledge,us,78996,16285,18.00,3
-,-,BloodHawk,us,26083,5064,1475.69,4
Dante,Hernandez,Kimchi,us,83771,17790,0.00,1
-,-,Gill Hustle,us,83779,17796,0.00,1
Steve,Moch,Sly Bass,us,71662,14537,43.00,2
-,-,Duckay,us,83797,17804,0.00,1
-,-,T-Lee,us,83804,17808,0.00,1
-,-,Jaeger,us,83810,17812,0.00,1
Leo Stefan,Helpferer,Psiyo,at,14661,48,4795.54,5
Adir,Dohel,HalfDevil,il,11731,21,7050.00,5
Peter,Logan,Suntouch,gb,8117,297,12696.37,10
Rafael,Kowar,Smek,at,16518,62,3795.54,4
Joakim,Verngren,Zyrhoes,se,1451,75,103395.20,13
-,-,Sprayarn,dk,22847,492,1997.24,1
-,-,Resterian,dk,22848,493,1997.24,1
Jeroen,Klaver,Xaliea,nl,2754,32,52770.54,12
Daniel,Weyen,LennoX,de,35974,1657,665.75,1
Arkadiusz,Krupka,FrostiaK,pl,6739,133,16649.08,8
Thomas,Skallabæk,Repikas,dk,1201,48,123727.58,8
Oskar,Lasota,FrezzOO,pl,3326,68,41890.75,10
-,-,Pakuzza,pl,35975,628,665.75,1
Martin,Arntzen,Spooh,no,26512,254,1404.24,2
Jesper,Haagensen,Hyrrok,dk,23173,500,1904.24,3
Joo Sung,Kim,Olleh,kr,1236,190,120524.72,22
Jun Hwi,Choi,Junwhi123,kr,30565,2375,1000.00,1
Bo Seon,Yoon,vayne,kr,30571,2377,1000.00,1
Kyu Seong,Shim,Pegasos,kr,17706,1621,3296.00,3
Jung Soo,Kim,Surrender,kr,427,71,321001.57,37
Tae Wu,Kim,Sauuuuuuuuuu,kr,25716,2082,1500.00,1
Fu,Liang,fuoliver,cn,7937,881,13199.80,7
Jianchao,Chen,Chen Jianchao,cn,8645,950,11576.00,1
Yu,Baiwan,布瓜,cn,30593,2712,1000.00,1
Sun,Wei,十步一杀,cn,30596,2713,1000.00,1
Ju,Haojie,菊大侠,cn,30597,2714,1000.00,1
Lu,Jiajun,ljjtoot,cn,25724,2433,1500.00,1
Wu,Yang,Blue,cn,12510,1317,6321.74,3
Geon Jung,Kim,tranzit,kr,12033,1239,6790.50,4
Han Seul,Jung,Seulsiho,kr,5258,653,23225.30,6
Seung Ha,Choi,Hearthstone,kr,9220,1021,10449.00,2
Guoyi,Zeng,MagicWind,cn,3048,367,46339.01,9
Christian,Lüftner,DarkHydra,de,13312,551,5636.55,14
David,Koppmann,Kirito,at,17665,69,3306.63,16
Daniel,Hockley,Dan,gb,4774,178,26441.91,30
Olof,Medin,Flaxxish,se,10145,358,9083.56,29
Mitch,Green,DUMORE,ca,20555,643,2445.00,10
Skyler,Weaver,Relyks,us,2043,405,73258.33,94
Soham,Chowdhury,valens,us,7204,1436,15069.94,16
Warren,Rettich,hades,ca,8982,289,10971.09,23
Mitch,MacInnis,GlOOORiNSZ,ca,13042,403,5886.61,11
Damian,Steele,daps,ca,558,17,260797.63,84
Jacob,Medina,FugLy,us,760,157,195205.97,74
Keith,Markovic,NAF,ca,92,4,1002765.66,114
Tarik,Celik,tarik,us,134,18,780039.21,139
Anton,Pålsson,AWWE,se,26903,864,1363.77,9
Rasmus,Johansson,Zitte,se,19869,658,2587.15,9
Ola,Stenberg,CleanUpGuy,se,33920,1066,774.80,9
-,-,pdive,se,45570,1471,323.88,3
Sebastian,Aas,ensa,no,33099,339,817.41,7
Joakim,Sjøthun,stb,no,45070,511,333.60,3
Eetu,Saha,sAw,fi,1371,20,109091.69,97
Kristian,Soinne,Hhest,fi,60122,1038,114.65,3
Jyri,Tenhunen,JALLU,fi,15942,220,4006.75,23
Simo,Pentti,Kiss,fi,54299,886,183.48,3
-,-,不二,cn,20460,2003,2479.65,2
Nikola,Gavran,Gasha,rs,32872,85,833.90,2
Dorman,Ilya,StalCat,kz,15927,49,4018.28,28
Adrei,Dunaev,PSM,ua,16253,162,3923.42,15
Dilat,Seidimomyn,goddam,kz,4039,12,33151.14,32
Samad,Baïsm,Samsam,fr,9421,371,10122.36,2
Marcel,Walker,Xside,de,12919,527,6000.00,1
Chen,Zhiliang,Chenzhiliang,cn,18629,1867,3000.00,1
Wang,Zaoxing,wangzaoxing,cn,22639,2180,2000.00,1
-,-,Cool-Walter,de,30716,1365,1000.00,1
-,-,Blues,sa,30721,103,1000.00,1
-,-,Finha,br,30726,1090,1000.00,1
-,-,Beni,es,30729,549,1000.00,1
Pierre,Lenoir,Snake,fr,6132,232,19000.00,2
Arnaud,Lacombe,Carter,fr,8446,332,12000.00,2
Thibault,Lacombe,Lucky,fr,10934,434,8000.00,2
Jean-Philippe,Lacombe,Phoenix,fr,30749,1253,1000.00,1
Badr,Hakeem,ArabianJoker,sa,8009,24,13000.00,1
Mike,Moreton,Mike,fr,10200,404,9000.00,1
Raúl,Alegre,Legre,es,12923,202,6000.00,1
Zhao,Hang,ZhaoHang,cn,16103,1650,4000.00,1
-,-,Mazze,br,22677,816,2000.00,1
-,-,The Legend,it,22680,173,2000.00,1
Ruben,Ricarte,Popo,es,22682,393,2000.00,1
-,-,Pollitelli,be,22686,117,2000.00,1
Bruce,Grannec,Spank,fr,1990,71,75443.02,12
Sven,Wehmeier,S-Butcher,de,9368,372,10213.92,2
Mike,Linden,El Matador,de,8010,316,13000.00,2
Marcin,Nowak,kogeT,pl,20142,365,2500.86,13
Georgios,Tsirita,The_Greek,gb,34648,1218,742.71,4
Dennis,Winkler,wiDe,de,52212,2456,204.87,1
Rubén,-,Raven,es,47871,900,279.19,2
Adrian,Kohi,vINCE R.,de,23662,1031,1802.34,9
Ahmad,Fansa,Byte,gb,19708,674,2637.29,15
Luís,Moedas,Coinz,pt,29612,170,1065.89,8
António,Rodrigues,Haunter,pt,27948,143,1237.96,7
-,-,SKiNNie,be,25281,134,1549.81,10
-,-,Springer,be,28531,159,1180.58,6
-,-,zerox,de,32490,1453,868.41,7
-,-,BuuP,fi,0,0,0.00,0
Henry,Rantanen,fluffy,fi,43968,650,369.95,3
Jani,Laakkonen,hocz,fi,21156,283,2298.32,15
Kalle,Honkala,hymzi,fi,8672,137,11515.17,25
-,-,olliii,fi,43288,635,392.01,4
Olli,Kettunen,paavi,fi,36766,544,617.64,4
Anas,Sofi,Astank,fr,10938,435,8000.00,1
Sergio,Pires,Pires,br,16112,543,4000.00,1
Andrei Jordan,Torres,Andrei,mx,22730,150,2000.00,1
Julien,Dassonville,Julianoo,fr,7892,302,13321.47,5
Gaina,Christi,Bird,ro,30906,111,1000.00,1
Gabriel,Giurgiu,Satelit,ro,30910,112,1000.00,1
Adrian,Basanete,Gore,ro,30916,113,1000.00,1
Adrian,Bere,S0ny,ro,29100,100,1119.37,3
Lee,Johnny,JoHnNy,my,3586,20,38381.01,17
Fua,Wan,Lance,my,7418,41,14580.86,20
Goh,Jian,MOZuN-,my,7218,40,15019.41,21
Chiok,Siang,XiangZai,my,15423,96,4306.42,9
KoK,Liong,ddz,my,6975,38,15920.86,23
-,-,Kyt,th,31528,551,952.42,5
Kittikorn,Inngoen,Mypro,th,4864,77,25712.25,29
-,-,nokky,th,28131,504,1211.18,4
Wong,Chong,Ghost,my,14834,92,4664.62,13
Ahmad,Syazwan bin Anuar,ADTR,my,18788,120,2980.19,10
Chong,Pin,Snow,my,44039,380,366.71,3
Tharcio,Medeiros,Baga,br,11010,357,7889.39,14
Otávio,Gabriel,Tavo,br,816,18,183430.13,48
Adriano,Machado,4dr,br,1621,49,92306.08,47
Danilo,Silva,Nedbone,br,15151,505,4468.07,7
-,-,FLY,tw,53302,745,200.00,1
-,-,MAW,th,36855,629,611.18,2
Zhou,Yang,bLink,cn,31,8,1960956.47,26
Zhang,Yiping,y`,cn,25,4,2100994.08,56
Jiang,Donghao,Jdh,cn,8255,913,12382.07,16
Zhang,Ruida,Zrd,cn,55926,3963,160.42,1
-,-,JK-QQ,cn,55927,3964,160.42,1
Wang,Yutian,333-,cn,5147,586,23901.50,12
Sun,Zheng,xh,cn,0,0,0.00,0
Xinzhou,Liu,garder,cn,151,34,705536.20,33
Zhang,Yi,HHH,cn,20019,1985,2535.80,5
-,-,cys,cn,67317,4334,64.17,1
Sun,Youjia,SryFox,cn,10570,1147,8407.61,13
Xu,Han,Moogy,cn,68,20,1221917.10,56
-,-,xiaolv,cn,21661,2117,2179.49,5
-,-,MrLiukAL,cn,0,0,0.00,0
-,-,yi.cn,cn,74269,4425,32.08,1
Chen,Zeng,290,cn,16547,1687,3776.56,5
-,-,Liionly,cn,74270,4426,32.08,1
Pu,Yang,NeverEnd,cn,301,64,426681.98,34
Yang,Huaining,5400,cn,26925,2517,1357.23,5
Dennis,Abendroth,ABDENMAR,de,44317,2078,356.53,1
Bartosz,Jastrzębski,bEAN,pl,47595,885,285.22,1
Ugur,Bayram,WolborQ,tr,24230,241,1705.04,18
Brian,Savary,Brian,fr,6315,245,18250.00,8
August,Rosenmeier,Agge,dk,1999,79,75223.42,21
Tassal,Rushan,Tass,gb,2581,93,57250.00,15
Markus,Kjærbye,Kjaerbye,dk,184,11,617000.50,113
Hemen,Nawros,xanzir,dk,24178,524,1715.23,4
Johannes,Poikela,HiSTELI,fi,40786,597,469.03,4
Toni,Liukkonen,STOVVE,fi,14035,206,5073.53,18
Tuomas,Kauppinen,Type,fi,53409,847,200.00,1
Aleksi,Majander,Wampie,fi,21097,282,2308.15,7
-,-,Arirmind,fi,52398,835,201.41,1
Ville,Pääkkö,Keppada,fi,31187,451,990.65,4
João,Ferreira,maniaKK,pt,1420,2,105395.20,14
Adrian,Ma,Adrian,us,5574,1113,21535.71,10
Daniel,Holland,Hollo1,au,16138,421,4000.00,1
Moustafa,Menadi,Myto,fr,9944,390,9386.14,2
Yasin,Koroglu,Jinxy,be,12955,61,6000.00,1
Song,Xianzhi,Song,cn,16140,1652,4000.00,1
Joona,Laine,fragi,fi,2058,32,72604.56,22
-,-,Suklaamuna,fi,44636,666,349.22,1
-,-,Dele,fi,55864,935,161.18,1
-,-,Hartwall,fi,55865,936,161.18,1
-,-,mlwhisper,fi,55866,937,161.18,1
-,-,Smamus,fi,55867,938,161.18,1
-,-,Ouker,fi,33175,486,811.12,7
-,-,Notah,fi,24852,345,1600.47,5
-,-,Sone,fi,35822,531,671.58,1
-,-,Tompson,fi,35823,532,671.58,1
-,-,Äidinspagetti,fi,35824,533,671.58,1
Mikko,Ristimäki,Vaalix,fi,9298,149,10308.91,18
-,-,noertti,fi,55868,939,161.18,1
Dante,Funari,shade,us,6747,1340,16616.29,24
Matt,Dias,clockwork,us,4570,923,28099.79,32
Tyler,Brown,blaze,ca,6346,210,18138.13,31
Grant,Vincent,b4nny,us,4673,946,27225.55,60
Tim,Olson,dummy,us,6399,1274,17915.23,19
Dave,Polansky,lansky,us,11956,2389,6861.50,13
Anthony,Ballo,harbleu,us,7559,1527,14199.56,34
-,-,squid,ca,19644,622,2662.33,5
Mike,Miles,Platinum,us,13579,2724,5430.83,13
Tyler,Morgan,TLR,us,13161,2643,5763.29,13
Carl,Yangsheng,enigma,us,6889,1373,16103.66,31
Brandon,Larned,Seagull,us,2899,584,49414.13,33
